FILE_ID,LOAD_TIMESTAMP,ENTRY_NUMBER,ENTRY_DATE,LINE_NO,PART_NO,HTS,COUNTRY_OF_ORIGIN,VALUE,DUTY,ANTIDUMPING,COUNTERVAILING
EXP_00000197,2026-03-09 13:02:52,262-5896407-3,11/16/2025,3,VALVE SPRING,8544.30.00.00,China,139.27,13.93,NO,NO
EXP_00000198,2026-03-09 13:02:52,262-5896407-3,11/16/2025,4,74-946658,8511.10.00.25,Mexico,438.13,0.0,NO,NO
EXP_00000199,2026-03-09 13:02:52,262-5896407-3,11/16/2025,5,SO60743,8544.30.00.00,India,45764.47,3432.34,NO,NO
EXP_00000200,2026-03-09 13:02:52,262-5896407-3,11/16/2025,6,SO92854,8408.20.90.90,India,786.32,39.32,NO,NO
EXP_00000201,2026-03-09 13:02:52,262-5896407-3,11/16/2025,7,TEST26872,8414.59.20.00,China,8479.44,211.99,NO,NO
EXP_00000202,2026-03-09 13:02:52,262-5896407-3,11/16/2025,8,47-895096,8413.30.20.00,China,6544.0,490.8,YES,NO
EXP_00000203,2026-03-09 13:02:52,262-5896407-3,11/16/2025,9,SO36976,8708.70.90.00,Mexico,64445.78,3222.29,NO,NO
EXP_00000204,2026-03-09 13:02:52,262-5896407-3,11/16/2025,10,E141314,8511.10.00.00,Mexico,754.94,113.24,NO,NO
EXP_00000205,2026-03-09 13:02:52,262-5896407-3,11/16/2025,11,UNKNOWN-PART-262,8411.81.00.00,Mexico,30719.02,7679.76,NO,NO
EXP_00000206,2026-03-09 13:02:52,853-8852979-6,01/26/2026,1,E668923,8413.30.20.00,United States,397.36,0.0,NO,NO
EXP_00000207,2026-03-09 13:02:52,853-8852979-6,01/26/2026,2,59-919835,8301.40.90.00,Mexico,89760.04,4488.0,NO,NO
EXP_00000208,2026-03-09 13:02:52,853-8852979-6,01/26/2026,3,SO94053,2703.16.39.42,China,6043.84,302.19,NO,NO
EXP_00000209,2026-03-09 13:02:52,853-8852979-6,01/26/2026,4,59-246403,8538.90.10.00,Mexico,83.19,0.0,NO,NO
EXP_00000210,2026-03-09 13:02:52,853-8852979-6,01/26/2026,5,SO69015,8302.42.30.65,Mexico,6674.61,1668.65,NO,
EXP_00000211,2026-03-09 13:02:52,853-8852979-6,01/26/2026,6,SO14721,8414.80.22.00,China,95298.71,0.0,NO,YES
EXP_00000212,2026-03-09 13:02:52,853-8852979-6,01/26/2026,7,E259353,8708.99.91.90,Mexico,239.48,23.95,NO,NO
EXP_00000213,2026-03-09 13:02:52,853-8852979-6,01/26/2026,8,UNKNOWN-PART-147,8411.99.00.00,Mexico,4831.65,362.37,NO,NO
EXP_00000214,2026-03-09 13:02:52,853-8852979-6,01/26/2026,9,91-662957,8484.20.00.00,China,98573.51,2464.34,YES,NO
EXP_00000215,2026-03-09 13:02:52,853-8852979-6,01/26/2026,10,61-757112,8483.90.90.10,Mexico,983.77,245.94,NO,NO
EXP_00000216,2026-03-09 13:02:52,853-8852979-6,01/26/2026,11,64-569137,8708.99.15.00,Mexico,9998.37,0.0,NO,NO
EXP_00000217,2026-03-09 13:02:52,429-9760397-8,01/31/2026,1,UNKNOWN-PART-870,8302.42.30.65,United States,552.16,0.0,NO,NO
EXP_00000218,2026-03-09 13:02:52,429-9760397-8,01/31/2026,2,47-581627,8302.41.60.30,China,4739.8,236.99,NO,NO
EXP_00000219,2026-03-09 13:02:52,429-9760397-8,01/31/2026,3,PISTON RING SET,8413.30.90.10,China,7367.45,0.0,NO,NO
EXP_00000220,2026-03-09 13:02:52,429-9760397-8,01/31/2026,4,78-548289,9999.99.99.99,India,166926.98,0.0,NO,NO
EXP_00000221,2026-03-09 13:02:52,429-9760397-8,01/31/2026,5,E418016,8537.10.18.00,Mexico,821.38,20.53,NO,NO
EXP_00000222,2026-03-09 13:02:52,429-9760397-8,01/31/2026,6,E903047,8409.91.10.00,Mexico,7035.99,175.9,NO,NO
EXP_00000223,2026-03-09 13:02:52,429-9760397-8,01/31/2026,7,52-781793,6845.97.95.52,China,60705.17,15176.29,,NO
EXP_00000224,2026-03-09 13:02:52,429-9760397-8,01/31/2026,8,SO60105,8413.30.20.00,Mexico,2758.49,137.92,NO,NO
EXP_00000225,2026-03-09 13:02:52,429-9760397-8,01/31/2026,9,SO44476,8501.10.10.00,Mexico,9282.32,2320.58,NO,NO
EXP_00000226,2026-03-09 13:02:52,429-9760397-8,01/31/2026,10,56-460674,8483.40.20.00,China,368.73,18.44,NO,NO
EXP_00000227,2026-03-09 13:02:52,429-9760397-8,01/31/2026,11,75-760511,8501.32.00.00,China,649.19,0.0,NO,NO
EXP_00000228,2026-03-09 13:02:52,429-9760397-8,01/31/2026,12,XX742454,9999.99.99.99,China,4765.35,476.54,NO,NO
EXP_00000229,2026-03-09 13:02:52,429-9760397-8,01/31/2026,13,91-487138,8708.91.90.00,China,453.43,22.67,YES,NO
EXP_00000230,2026-03-09 13:02:52,429-9760397-8,01/31/2026,14,71-771623,8501.20.10.00,United States,31358.5,0.0,NO,NO
EXP_00000231,2026-03-09 13:02:52,322-8125916-5,03/23/2026,1,E388857,8511.30.90.00,India,115.23,0.0,NO,NO
EXP_00000232,2026-03-09 13:02:52,284-7369020-6,01/04/2026,1,XX742561,8708.91.90.00,China,373.96,37.4,NO,NO
EXP_00000233,2026-03-09 13:02:52,284-7369020-6,01/04/2026,2,CONNECTING ROD,8481.80.25.00,United States,9313.77,0.0,NO,NO
EXP_00000234,2026-03-09 13:02:52,284-7369020-6,01/04/2026,3,69-525863,8483.90.90.10,Mexico,6083.63,152.09,NO,NO
EXP_00000235,2026-03-09 13:02:52,284-7369020-6,01/04/2026,4,TEST70567,8302.49.80.90,United States,2735.39,0.0,NO,NO
EXP_00000236,2026-03-09 13:02:52,284-7369020-6,01/04/2026,5,82-459631,8414.59.20.00,India,92255.82,4612.79,NO,NO
EXP_00000237,2026-03-09 13:02:52,284-7369020-6,01/04/2026,6,SO89489,8409.91.99.90,Mexico,2969.14,222.69,NO,NO
EXP_00000238,2026-03-09 13:02:52,284-7369020-6,01/04/2026,7,89-522915,8708.30.21.00,India,886.11,221.53,NO,YES
EXP_00000239,2026-03-09 13:02:52,284-7369020-6,01/04/2026,8,SO29324,8302.42.30.65,Mexico,580.14,87.02,NO,NO
EXP_00000240,2026-03-09 13:02:52,284-7369020-6,01/04/2026,9,STARTER MOTOR,8708.70.90.00,China,389.48,29.21,YES,NO
EXP_00000241,2026-03-09 13:02:52,284-7369020-6,01/04/2026,10,XX261216,8411.81.00.00,United States,369682.13,0.0,NO,NO
EXP_00000242,2026-03-09 13:02:52,284-7369020-6,01/04/2026,11,TEST92721,8708.99.15.00,United States,661.27,0.0,NO,NO
EXP_00000243,2026-03-09 13:02:52,284-7369020-6,01/04/2026,12,70-368837,8536.50.10.00,China,506.8,76.02,NO,NO
EXP_00000244,2026-03-09 13:02:52,284-7369020-6,01/04/2026,13,E999365,9999.99.99.99,China,6267.52,156.69,NO,NO
EXP_00000245,2026-03-09 13:02:52,284-7369020-6,01/04/2026,14,90-792772,8414.80.22.00,China,98346.46,9834.65,YES,NO
EXP_00000246,2026-03-09 13:02:52,284-7369020-6,01/04/2026,15,E770866,8408.20.90.20,Mexico,77838.52,7783.85,NO,NO
EXP_00000247,2026-03-09 13:02:52,427-4591789-8,03/01/2026,1,SO24044,8537.10.18.00,Mexico,82002.24,8200.22,NO,NO
EXP_00000248,2026-03-09 13:02:52,427-4591789-8,03/01/2026,2,SO99955,8483.30.10.00,China,889.33,0.0,NO,NO
EXP_00000249,2026-03-09 13:02:52,749-3371481-4,03/19/2026,1,70-517661,8409.91.99.90,India,438874.06,43887.41,NO,NO
EXP_00000250,2026-03-09 13:02:52,749-3371481-4,03/19/2026,2,E487741,9999.99.99.99,China,30458.76,761.47,YES,NO
EXP_00000251,2026-03-09 13:02:52,874-7791275-1,03/03/2026,1,93-832385,8708.95.90.00,Mexico,84527.74,6339.58,NO,NO
EXP_00000252,2026-03-09 13:02:52,874-7791275-1,03/03/2026,2,46-523515,8708.70.90.00,China,772.41,193.1,NO,YES
EXP_00000253,2026-03-09 13:02:52,874-7791275-1,03/03/2026,3,E937536,8481.20.10.00,China,290.83,21.81,NO,YES
EXP_00000254,2026-03-09 13:02:52,874-7791275-1,03/03/2026,4,63-994454,8708.95.90.00,Mexico,389.84,38.98,NO,NO
EXP_00000255,2026-03-09 13:02:52,874-7791275-1,03/03/2026,5,SO69251,8511.10.00.00,China,14082.52,352.06,NO,NO
EXP_00000256,2026-03-09 13:02:52,874-7791275-1,03/03/2026,6,SO94004,8408.20.90.20,China,570.08,14.25,NO,YES
EXP_00000257,2026-03-09 13:02:52,874-7791275-1,03/03/2026,7,39-959861,8408.20.10.00,United States,5441.07,0.0,NO,NO
EXP_00000258,2026-03-09 13:02:52,874-7791275-1,03/03/2026,8,E534874,8408.20.90.20,India,680.67,0.0,NO,YES
EXP_00000259,2026-03-09 13:02:52,780-3546716-3,01/07/2026,1,SO61836,8538.90.10.00,China,2227.32,167.05,YES,NO
EXP_00000260,2026-03-09 13:02:52,343-8546011-2,02/22/2026,1,81-952375,8411.99.00.00,United States,3883.51,0.0,NO,NO
EXP_00000261,2026-03-09 13:02:52,343-8546011-2,02/22/2026,2,24-633200,8414.80.22.00,United States,349.67,0.0,NO,NO
EXP_00000262,2026-03-09 13:02:52,343-8546011-2,02/22/2026,3,SO50694,8503.00.10.00,Mexico,57568.55,14392.14,NO,NO
EXP_00000263,2026-03-09 13:02:52,343-8546011-2,02/22/2026,4,94-120764,8708.91.90.00,China,240.26,24.03,YES,NO
EXP_00000264,2026-03-09 13:02:52,343-8546011-2,02/22/2026,5,55-107302,8501.10.10.00,China,9040.67,0.0,YES,NO
EXP_00000265,2026-03-09 13:02:52,343-8546011-2,02/22/2026,6,E268633,8408.20.90.72,United States,3926.11,0.0,NO,NO
EXP_00000266,2026-03-09 13:02:52,343-8546011-2,02/22/2026,7,51-424209,8708.50.79.00,India,672.01,0.0,NO,NO
EXP_00000267,2026-03-09 13:02:52,343-8546011-2,02/22/2026,8,96-735210,8302.42.30.65,Mexico,8331.42,0.0,NO,NO
EXP_00000268,2026-03-09 13:02:52,343-8546011-2,02/22/2026,9,SO82636,8409.91.99.90,China,5342.01,267.1,YES,YES
EXP_00000269,2026-03-09 13:02:52,343-8546011-2,02/22/2026,10,SO24854,8511.30.90.00,Mexico,322536.35,24190.23,NO,NO
EXP_00000270,2026-03-09 13:02:52,343-8546011-2,02/22/2026,11,SO17350,9999.99.99.99,Mexico,78927.27,7892.73,NO,NO
EXP_00000271,2026-03-09 13:02:52,343-8546011-2,02/22/2026,12,79-743790,8482.50.00.00,India,6812.29,510.92,NO,NO
EXP_00000272,2026-03-09 13:02:52,343-8546011-2,02/22/2026,13,SO41432,8414.59.20.00,Mexico,5009.73,250.49,NO,NO
EXP_00000273,2026-03-09 13:02:52,406-5875142-7,10/10/2025,1,TURBO CHARGER,8544.30.00.00,United States,424688.89,0.0,NO,NO
EXP_00000274,2026-03-09 13:02:52,406-5875142-7,10/10/2025,2,27-123740,8421.31.00.00,China,452.24,45.22,NO,NO
EXP_00000275,2026-03-09 13:02:52,406-5875142-7,10/10/2025,3,95-516586,8708.40.90.00,China,240.88,60.22,,NO
EXP_00000276,2026-03-09 13:02:52,406-5875142-7,10/10/2025,4,17-216150,8409.91.99.90,Mexico,482.2,24.11,NO,NO
EXP_00000277,2026-03-09 13:02:52,406-5875142-7,10/10/2025,5,SO89626,8483.30.10.00,China,499417.14,12485.43,YES,NO
EXP_00000278,2026-03-09 13:02:52,801-1990278-0,03/14/2026,1,E685670,8413.30.20.00,China,248.82,37.32,NO,NO
EXP_00000279,2026-03-09 13:02:52,801-1990278-0,03/14/2026,2,UNKNOWN-PART-631,8484.20.00.00,China,503.13,25.16,NO,NO
EXP_00000280,2026-03-09 13:02:52,801-1990278-0,03/14/2026,3,41-701700,8708.80.90.00,Mexico,20041.94,3006.29,NO,NO
EXP_00000281,2026-03-09 13:02:52,801-1990278-0,03/14/2026,4,UNKNOWN-PART-881,8484.10.00.90,India,44300.81,3322.56,NO,NO
EXP_00000282,2026-03-09 13:02:52,801-1990278-0,03/14/2026,5,SO89545,8415.81.00.10,China,101.5,2.54,NO,NO
EXP_00000283,2026-03-09 13:02:52,801-1990278-0,03/14/2026,6,E757800,8708.91.90.00,United States,323.97,0.0,NO,NO
EXP_00000284,2026-03-09 13:02:52,801-1990278-0,03/14/2026,7,77-393146,8484.10.00.90,China,6016.0,601.6,YES,NO
EXP_00000285,2026-03-09 13:02:52,801-1990278-0,03/14/2026,8,SO74948,2548.41.54.91,United States,327.4,0.0,NO,NO
EXP_00000286,2026-03-09 13:02:52,801-1990278-0,03/14/2026,9,SO69251,8481.80.25.00,China,2456.37,184.23,,
EXP_00000287,2026-03-09 13:02:52,801-1990278-0,03/14/2026,10,SO94606,8414.59.20.00,China,937.37,23.43,NO,NO
EXP_00000288,2026-03-09 13:02:52,801-1990278-0,03/14/2026,11,SO97421,9999.99.99.99,Mexico,996.22,99.62,NO,NO
EXP_00000289,2026-03-09 13:02:52,801-1990278-0,03/14/2026,12,E714944,8302.41.60.30,China,8611.26,0.0,YES,YES
EXP_00000290,2026-03-09 13:02:52,801-1990278-0,03/14/2026,13,CYLINDER HEAD,4053.82.16.62,China,3234.01,0.0,NO,NO
EXP_00000291,2026-03-09 13:02:52,354-9768406-0,12/24/2025,1,STARTER MOTOR,8302.42.30.65,India,12712.33,1271.23,NO,YES
EXP_00000292,2026-03-09 13:02:52,354-9768406-0,12/24/2025,2,SO95515,8483.90.90.10,United States,42084.17,0.0,NO,NO
EXP_00000293,2026-03-09 13:02:52,354-9768406-0,12/24/2025,3,29-621065,8511.30.90.28,United States,6567.99,0.0,NO,NO
EXP_00000294,2026-03-09 13:02:52,354-9768406-0,12/24/2025,4,XX335116,8413.30.20.00,Mexico,2692.08,67.3,NO,NO
EXP_00000295,2026-03-09 13:02:52,354-9768406-0,12/24/2025,5,SO47244,8414.30.10.00,Mexico,8276.76,413.84,NO,NO
EXP_00000296,2026-03-09 13:02:52,354-9768406-0,12/24/2025,6,E365254,8484.10.00.90,China,1320.86,132.09,YES,NO
EXP_00000297,2026-03-09 13:02:52,354-9768406-0,12/24/2025,7,WATER PUMP,8537.10.18.00,Mexico,278944.72,0.0,NO,NO
EXP_00000298,2026-03-09 13:02:52,354-9768406-0,12/24/2025,8,21-581925,8302.49.80.90,United States,866.06,0.0,NO,NO
EXP_00000299,2026-03-09 13:02:52,354-9768406-0,12/24/2025,9,94-766717,8302.42.30.65,India,621.36,62.14,NO,NO
EXP_00000300,2026-03-09 13:02:52,354-9768406-0,12/24/2025,10,E202464,8482.10.10.50,United States,396.89,0.0,NO,NO
EXP_00000301,2026-03-09 13:02:52,354-9768406-0,12/24/2025,11,E469805,8414.30.10.00,China,2080.67,0.0,YES,NO
EXP_00000302,2026-03-09 13:02:52,354-9768406-0,12/24/2025,12,SO11763,8302.41.60.66,Mexico,462575.68,0.0,NO,NO
EXP_00000303,2026-03-09 13:02:52,256-8015190-3,02/12/2026,1,UNKNOWN-PART-972,8708.95.90.00,China,767.31,19.18,NO,NO
EXP_00000304,2026-03-09 13:02:52,256-8015190-3,02/12/2026,2,SO86461,9999.99.99.99,India,534.48,0.0,NO,YES
EXP_00000305,2026-03-09 13:02:52,256-8015190-3,02/12/2026,3,12-481480,8301.60.00.00,Mexico,192.65,0.0,NO,NO
EXP_00000306,2026-03-09 13:02:52,256-8015190-3,02/12/2026,4,SO70604,8302.49.80.90,Mexico,24579.25,614.48,NO,NO
EXP_00000307,2026-03-09 13:02:52,256-8015190-3,02/12/2026,5,INVALID-9093,8483.90.90.10,China,8077.04,2019.26,NO,NO
EXP_00000308,2026-03-09 13:02:52,256-8015190-3,02/12/2026,6,E986149,8501.20.10.00,China,53607.23,0.0,NO,
EXP_00000309,2026-03-09 13:02:52,256-8015190-3,02/12/2026,7,44-369062,8483.40.20.00,China,8247.73,0.0,NO,NO
EXP_00000310,2026-03-09 13:02:52,256-8015190-3,02/12/2026,8,SO47772,8302.49.80.13,Mexico,646.25,16.16,NO,NO
EXP_00000311,2026-03-09 13:02:52,284-7129889-4,10/06/2025,1,27-667373,8503.00.10.00,Mexico,86609.86,8660.99,NO,NO
EXP_00000312,2026-03-09 13:02:52,284-7129889-4,10/06/2025,2,SO38822,8484.10.00.90,United States,14964.95,0.0,NO,NO
EXP_00000313,2026-03-09 13:02:52,707-1916026-8,03/10/2026,1,76-969772,8484.10.00.90,China,297018.27,22276.37,YES,NO
EXP_00000314,2026-03-09 13:02:52,707-1916026-8,03/10/2026,2,UNKNOWN-PART-713,8483.40.20.00,Mexico,87245.1,8724.51,,NO
EXP_00000315,2026-03-09 13:02:52,707-1916026-8,03/10/2026,3,47-465431,8501.32.00.00,China,41670.94,10417.74,NO,NO
EXP_00000316,2026-03-09 13:02:52,736-3527298-7,11/24/2025,1,17-772241,8708.80.90.00,Mexico,413.86,10.35,NO,NO
EXP_00000317,2026-03-09 13:02:52,736-3527298-7,11/24/2025,2,SO81327,8411.81.00.00,China,163.4,0.0,NO,NO
EXP_00000318,2026-03-09 13:02:52,736-3527298-7,11/24/2025,3,E519532,8536.50.10.00,India,633.3,94.99,NO,NO
EXP_00000319,2026-03-09 13:02:52,736-3527298-7,11/24/2025,4,TEST48521,8483.10.10.10,Mexico,68351.37,10252.71,NO,NO
EXP_00000320,2026-03-09 13:02:52,736-3527298-7,11/24/2025,5,VALVE SPRING,8408.20.90.20,Mexico,905.48,0.0,NO,NO
EXP_00000321,2026-03-09 13:02:52,736-3527298-7,11/24/2025,6,E430062,8409.91.10.00,China,697.92,104.69,NO,NO
EXP_00000322,2026-03-09 13:02:52,736-3527298-7,11/24/2025,7,28-239677,8481.80.25.00,India,2322.75,348.41,NO,NO
EXP_00000323,2026-03-09 13:02:52,736-3527298-7,11/24/2025,8,SO29223,8708.30.21.00,Mexico,4026.83,100.67,YES,NO
EXP_00000324,2026-03-09 13:02:52,736-3527298-7,11/24/2025,9,E996451,8415.81.00.10,China,582.42,14.56,NO,YES
EXP_00000325,2026-03-09 13:02:52,736-3527298-7,11/24/2025,10,E451494,8708.99.15.00,China,367671.57,18383.58,NO,NO
EXP_00000326,2026-03-09 13:02:52,736-3527298-7,11/24/2025,11,E321560,8708.70.90.65,Mexico,67.32,1.68,NO,NO
EXP_00000327,2026-03-09 13:02:52,736-3527298-7,11/24/2025,12,SO43988,8409.91.99.90,China,6461.93,484.64,YES,NO
EXP_00000328,2026-03-09 13:02:52,736-3527298-7,11/24/2025,13,E815232,8501.20.10.00,Mexico,90224.13,2255.6,NO,NO
EXP_00000329,2026-03-09 13:02:52,601-4895098-0,10/15/2025,1,E899327,8538.90.10.00,United States,618.7,0.0,NO,NO
EXP_00000330,2026-03-09 13:02:52,601-4895098-0,10/15/2025,2,39-209170,8483.90.90.10,Mexico,5058.06,505.81,NO,NO
EXP_00000331,2026-03-09 13:02:52,601-4895098-0,10/15/2025,3,E506367,8415.81.00.10,Mexico,5367.34,134.18,NO,NO
EXP_00000332,2026-03-09 13:02:52,601-4895098-0,10/15/2025,4,SO92440,8413.30.20.00,China,4440.65,0.0,NO,NO
EXP_00000333,2026-03-09 13:02:52,601-4895098-0,10/15/2025,5,INVALID-7030,8411.81.00.00,China,467.34,0.0,YES,NO
EXP_00000334,2026-03-09 13:02:52,601-4895098-0,10/15/2025,6,SO28776,8409.91.99.90,United States,23711.11,0.0,NO,NO
EXP_00000335,2026-03-09 13:02:52,601-4895098-0,10/15/2025,7,XX823652,8302.41.60.30,Mexico,4246.51,212.33,NO,NO
EXP_00000336,2026-03-09 13:02:52,601-4895098-0,10/15/2025,8,XX131488,8482.50.00.00,China,334895.88,50234.38,NO,NO
EXP_00000337,2026-03-09 13:02:52,601-4895098-0,10/15/2025,9,UNKNOWN-PART-557,8483.90.90.10,China,1984.69,49.62,YES,NO
EXP_00000338,2026-03-09 13:02:52,601-4895098-0,10/15/2025,10,FLYWHEEL ASSY,8484.20.00.00,India,696.56,69.66,NO,YES
EXP_00000339,2026-03-09 13:02:52,601-4895098-0,10/15/2025,11,SO12382,8302.42.30.65,Mexico,104360.21,10436.02,NO,NO
EXP_00000340,2026-03-09 13:02:52,601-4895098-0,10/15/2025,12,SO50617,8301.60.00.00,China,366516.82,9162.92,NO,NO
EXP_00000341,2026-03-09 13:02:52,497-3182772-0,10/09/2025,1,89-318606,8411.81.00.00,Mexico,9320.58,233.01,NO,NO
EXP_00000342,2026-03-09 13:02:52,497-3182772-0,10/09/2025,2,20-766730,9999.99.99.99,India,42959.37,2147.97,YES,NO
EXP_00000343,2026-03-09 13:02:52,497-3182772-0,10/09/2025,3,SO37870,8483.30.10.00,China,856.02,214.0,YES,NO
EXP_00000344,2026-03-09 13:02:52,497-3182772-0,10/09/2025,4,SO96062,8708.91.90.00,China,63.01,4.73,YES,YES
EXP_00000345,2026-03-09 13:02:52,497-3182772-0,10/09/2025,5,CYLINDER HEAD,8481.20.10.00,China,903.42,90.34,NO,NO
EXP_00000346,2026-03-09 13:02:52,497-3182772-0,10/09/2025,6,SO52713,8413.30.90.10,India,71450.31,7145.03,NO,YES
EXP_00000347,2026-03-09 13:02:52,497-3182772-0,10/09/2025,7,E281208,8503.00.95.80,India,12949.99,323.75,NO,NO
EXP_00000348,2026-03-09 13:02:52,497-3182772-0,10/09/2025,8,20-221172,8483.10.10.10,China,722.39,72.24,,NO
EXP_00000349,2026-03-09 13:02:52,497-3182772-0,10/09/2025,9,SO75487,8511.50.90.68,United States,3912.82,0.0,NO,NO
EXP_00000350,2026-03-09 13:02:52,497-3182772-0,10/09/2025,10,TEST80882,8483.90.90.10,China,43646.72,6547.01,NO,NO
EXP_00000351,2026-03-09 13:02:52,497-3182772-0,10/09/2025,11,E333855,8484.10.00.90,Mexico,515.78,25.79,NO,NO
EXP_00000352,2026-03-09 13:02:52,700-9840113-6,10/17/2025,1,86-961918,8409.91.10.00,China,67432.87,0.0,NO,
EXP_00000353,2026-03-09 13:02:52,700-9840113-6,10/17/2025,2,75-520327,8408.20.10.68,United States,4139.35,0.0,NO,NO
EXP_00000354,2026-03-09 13:02:52,700-9840113-6,10/17/2025,3,ALTERNATOR,8708.95.90.00,China,365.93,0.0,NO,YES
EXP_00000355,2026-03-09 13:02:52,700-9840113-6,10/17/2025,4,73-112156,8413.30.90.10,China,7681.03,384.05,YES,NO
EXP_00000356,2026-03-09 13:02:52,700-9840113-6,10/17/2025,5,TEST81575,8708.40.90.00,Mexico,215.23,10.76,NO,NO
EXP_00000357,2026-03-09 13:02:52,700-9840113-6,10/17/2025,6,INVALID-8434,8708.91.90.00,United States,3173.02,0.0,NO,NO
EXP_00000358,2026-03-09 13:02:52,700-9840113-6,10/17/2025,7,SO44233,8409.91.99.90,United States,589.71,0.0,NO,NO
EXP_00000359,2026-03-09 13:02:52,700-9840113-6,10/17/2025,8,97-259379,8301.40.90.00,Mexico,6852.83,513.96,NO,NO
EXP_00000360,2026-03-09 13:02:52,700-9840113-6,10/17/2025,9,16-487118,8708.95.90.23,China,662.54,33.13,NO,NO
EXP_00000361,2026-03-09 13:02:52,700-9840113-6,10/17/2025,10,INVALID-9074,8511.40.00.00,China,9662.76,966.28,NO,YES
EXP_00000362,2026-03-09 13:02:52,700-9840113-6,10/17/2025,11,UNKNOWN-PART-394,8414.80.22.00,Mexico,9918.52,0.0,NO,NO
EXP_00000363,2026-03-09 13:02:52,700-9840113-6,10/17/2025,12,FLYWHEEL ASSY,8414.30.10.00,Mexico,150.72,7.54,NO,NO
EXP_00000364,2026-03-09 13:02:52,700-9840113-6,10/17/2025,13,SO37443,8483.90.90.10,Mexico,298.76,0.0,NO,NO
EXP_00000365,2026-03-09 13:02:52,700-9840113-6,10/17/2025,14,SO60654,8708.99.15.00,China,322.84,32.28,NO,NO
EXP_00000366,2026-03-09 13:02:52,700-9840113-6,10/17/2025,15,XX961191,8421.31.00.76,China,62624.21,3131.21,NO,NO
EXP_00000367,2026-03-09 13:02:52,934-3236441-0,12/17/2025,1,FLYWHEEL ASSY,8421.23.00.00,China,8226.94,1234.04,YES,YES
EXP_00000368,2026-03-09 13:02:52,934-3236441-0,12/17/2025,2,90-910863,8301.40.90.00,United States,967.76,0.0,,
EXP_00000369,2026-03-09 13:02:52,934-3236441-0,12/17/2025,3,SO65331,8415.81.00.10,Mexico,4703.15,352.74,NO,NO
EXP_00000370,2026-03-09 13:02:52,934-3236441-0,12/17/2025,4,37-716014,8421.23.00.00,Mexico,643.3,0.0,NO,NO
EXP_00000371,2026-03-09 13:02:52,934-3236441-0,12/17/2025,5,XX542881,8408.20.90.20,China,700.68,35.03,,NO
EXP_00000372,2026-03-09 13:02:52,934-3236441-0,12/17/2025,6,SO45948,8409.91.99.90,China,468.79,23.44,YES,NO
EXP_00000373,2026-03-09 13:02:52,934-3236441-0,12/17/2025,7,40-592710,8302.41.60.30,China,21844.09,1638.31,NO,NO
EXP_00000374,2026-03-09 13:02:52,934-3236441-0,12/17/2025,8,CAMSHAFT ASSY,8483.90.90.10,Mexico,92663.84,0.0,NO,NO
EXP_00000375,2026-03-09 13:02:52,934-3236441-0,12/17/2025,9,SO87925,8483.90.90.10,India,8573.17,857.32,NO,NO
EXP_00000376,2026-03-09 13:02:52,934-3236441-0,12/17/2025,10,E504404,8414.30.10.00,China,47728.33,4772.83,NO,NO
EXP_00000377,2026-03-09 13:02:52,934-3236441-0,12/17/2025,11,E583021,8301.60.00.00,United States,684.59,0.0,NO,NO
EXP_00000378,2026-03-09 13:02:52,934-3236441-0,12/17/2025,12,SO76440,8481.20.10.00,China,741.44,18.54,NO,YES
EXP_00000379,2026-03-09 13:02:52,934-3236441-0,12/17/2025,13,SO42532,8421.31.00.00,China,632.92,94.94,NO,NO
EXP_00000380,2026-03-09 13:02:52,934-3236441-0,12/17/2025,14,E589651,8537.10.18.00,Mexico,1868.07,93.4,NO,NO
EXP_00000381,2026-03-09 13:02:52,934-3236441-0,12/17/2025,15,SO36520,8408.20.10.00,China,699.29,0.0,YES,NO
EXP_00000382,2026-03-09 13:02:52,793-4595379-2,11/18/2025,1,FUEL FILTER ASSY,8414.80.22.00,Mexico,169.55,8.48,,
EXP_00000383,2026-03-09 13:02:52,793-4595379-2,11/18/2025,2,E460098,8302.41.60.30,Mexico,16871.49,4217.87,,
EXP_00000384,2026-03-09 13:02:52,793-4595379-2,11/18/2025,3,E137593,8421.23.00.00,China,936.34,70.23,YES,NO
EXP_00000385,2026-03-09 13:02:52,793-4595379-2,11/18/2025,4,E199042,8708.99.91.90,Mexico,58484.51,1462.11,NO,NO
EXP_00000386,2026-03-09 13:02:52,793-4595379-2,11/18/2025,5,45-230534,8503.00.95.19,India,50894.15,0.0,NO,NO
EXP_00000387,2026-03-09 13:02:52,793-4595379-2,11/18/2025,6,14-550880,8503.00.95.80,United States,193001.48,0.0,NO,NO
EXP_00000388,2026-03-09 13:02:52,793-4595379-2,11/18/2025,7,E957433,8483.90.90.10,India,7493.49,1873.37,NO,NO
EXP_00000389,2026-03-09 13:02:52,793-4595379-2,11/18/2025,8,SO66976,8708.80.90.00,India,8855.22,0.0,NO,NO
EXP_00000390,2026-03-09 13:02:52,793-4595379-2,11/18/2025,9,SO89938,9999.99.99.99,India,582.1,87.32,NO,NO
EXP_00000391,2026-03-09 13:02:52,793-4595379-2,11/18/2025,10,VALVE SPRING,8302.49.80.90,China,355957.92,0.0,YES,YES
EXP_00000392,2026-03-09 13:02:52,793-4595379-2,11/18/2025,11,TEST77208,8415.81.00.10,India,970.52,24.26,NO,NO
EXP_00000393,2026-03-09 13:02:52,793-4595379-2,11/18/2025,12,SO28296,9999.99.99.99,China,633.99,47.55,NO,NO
